"5138_b6",1,756,"Kiefer",1,-5.57053738898999,7.69539558423507,0.22325,30,2.91597325090612,4.50558300909166
"5138_b6",1,757,"Kiefer",1,-8.88241325797983,11.2068164397595,0.13775,24.6,1.53191057180241,2.36701425214242
"5138_b6",1,758,"Kiefer",1,-17.041765445085,12.6102430791284,0.21875,27.2,2.64891487216936,4.09294078293337
"5138_b6",1,766,"Kiefer",1,-24.5241075939826,5.79725337714024,0.17625,26.5,2.08620468794411,3.2234755214464
"5138_b6",1,767,"Kiefer",1,-21.2771358881299,8.46720074157068,0.2365,29.6,3.12211066427825,4.82409389630195
"5138_b6",1,768,"Kiefer",1,-17.3586366073843,7.47580999844004,0.162,25.2,2.32519354033164,3.59274643720153
"5138_b6",1,769,"Kiefer",1,-16.759076044365,-1.17190875890131,0.179,30,3.32095618760621,5.13133780228154
"5138_b6",1,770,"Kiefer",1,-20.488729426806,-0.679681156964787,0.18825,27.8,2.38880200100385,3.69103032905483
"5138_b6",1,771,"Kiefer",1,-20.5179570631405,-4.47363811177451,0.199,30.1,2.42953699292684,3.75397153999587
"5138_b6",1,772,"Kiefer",1,-13.7256625429292,-5.79794685708908,0.1445,27,2.7626300874348,4.26864655856624
"5138_b6",1,773,"Kiefer",1,-5.71675384340743,-5.87866698273396,0.21925,30.5,2.83045049417933,4.37343849114069
"5138_b6",1,774,"Kiefer",1,-10.5742950649782,-10.2114780457473,0.174,28.2,2.20443870406959,3.40616347099672
"5138_b6",1,775,"Kiefer",1,-14.2405209198199,-14.0430610599033,0.1495,27.2,1.84241010635526,2.8467790877003
"5138_b6",1,776,"Kiefer",1,-20.7918011206644,-15.610925858473,0.1505,26.8,2.27592288973067,3.51661645002636
"5138_b6",1,782,"Kiefer",1,-15.706044868425,-20.4685161795139,0.20775,30.6,2.4266643772883,3.74953295050996
"5138_b6",1,783,"Kiefer",1,-10.567114472995,-21.1020399894091,0.157,23.2,1.67793027268716,2.59263493748118
"5138_b6",1,784,"Kiefer",1,-10.9693287696273,-17.554595590438,0.159,25.2,1.59836635349972,2.46969764979645
"5138_b6",1,785,"Kiefer",1,-6.6687315861298,-16.1795555882155,0.15025,26.8,1.82664309595498,2.82241687033717
"5138_b6",1,786,"Kiefer",1,-4.14295690548404,-18.235292925514,0.146,25.5,1.66014306612412,2.56515123692093
"5138_b6",1,787,"Kiefer",1,-4.79935165800401,-13.2580625908469,0.1925,25.2,2.66812199870995,4.12261845674876
"5138_b6",1,788,"Kiefer",1,0.0579448134927124,-16.5998988671193,0.1505,25,2.26002212378552,3.4920475617995
"5138_b6",1,790,"Kiefer",1,-2.04829631246982,-22.5069874087209,0.1795,27.4,2.83119232833095,4.37458472776959
"5138_b6",1,796,"Kiefer",1,16.0426465320075,-22.8263771161582,0.204,26,2.79696263829176,4.32169511028113
"5138_b6",1,797,"Kiefer",1,17.7964169556604,-19.9042091915324,0.17375,27.4,1.9670536342459,3.03937062168739
"5138_b6",1,798,"Kiefer",1,20.6423425236132,-19.7952947726936,0.1715,27.6,2.11827170117528,3.27302350338408
"5138_b6",1,799,"Kiefer",1,11.8615203868468,-21.665510243528,0.202,25.4,2.02736898466954,3.13256620157541
